States,Cancer Sites,Year,Sex,Race,Count,Population,Age-Adjusted Rate
California,Colon and Rectum,2010,Female,Black or African American,571.0,1379202,46.1
California,Colon and Rectum,2010,Female,White,5457.0,14130173,34.8
California,Colon and Rectum,2010,Female,Other Races and Unknown combined,83.0,,
California,Colon and Rectum,2010,Male,American Indian or Alaska Native,30.0,374673,16.7
California,Colon and Rectum,2010,Male,Asian or Pacific Islander,954.0,2639351,41.2
California,Colon and Rectum,2010,Male,Black or African American,568.0,1343608,57.4
California,Colon and Rectum,2010,Male,White,5941.0,14195972,45.5
California,Colon and Rectum,2010,Male,Other Races and Unknown combined,102.0,,
California,Colon and Rectum,2011,Female,American Indian or Alaska Native,40.0,368572,15.4
California,Colon and Rectum,2011,Female,Asian or Pacific Islander,971.0,2967067,31.0
California,Colon and Rectum,2011,Female,Black or African American,545.0,1387646,42.7
California,Colon and Rectum,2011,Female,White,5257.0,14234455,32.9
California,Colon and Rectum,2011,Female,Other Races and Unknown combined,76.0,,
California,Colon and Rectum,2011,Male,American Indian or Alaska Native,38.0,376969,18.6
California,Colon and Rectum,2011,Male,Asian or Pacific Islander,1012.0,2695993,41.6
California,Colon and Rectum,2011,Male,Black or African American,577.0,1352508,57.2
California,Colon and Rectum,2011,Male,White,5782.0,14293651,43.1
California,Colon and Rectum,2011,Male,Other Races and Unknown combined,91.0,,
California,Colon and Rectum,2012,Female,American Indian or Alaska Native,38.0,371119,14.8
California,Colon and Rectum,2012,Female,Asian or Pacific Islander,965.0,3032731,29.5
California,Colon and Rectum,2012,Female,Black or African American,535.0,1394784,40.8
California,Colon and Rectum,2012,Female,White,5240.0,14327672,32.3
California,Colon and Rectum,2012,Female,Other Races and Unknown combined,79.0,,
California,Colon and Rectum,2012,Male,American Indian or Alaska Native,39.0,379133,16.3
California,Colon and Rectum,2012,Male,Asian or Pacific Islander,991.0,2755340,38.7
California,Colon and Rectum,2012,Male,Black or African American,548.0,1362472,53.2
California,Colon and Rectum,2012,Male,White,5710.0,14387823,41.5
California,Colon and Rectum,2012,Male,Other Races and Unknown combined,105.0,,
California,Colon and Rectum,2013,Female,American Indian or Alaska Native,37.0,373460,14.5
California,Colon and Rectum,2013,Female,Asian or Pacific Islander,925.0,3103643,26.9
California,Colon and Rectum,2013,Female,Black or African American,538.0,1401796,40.1
California,Colon and Rectum,2013,Female,White,5215.0,14416615,31.5
California,Colon and Rectum,2013,Female,Other Races and Unknown combined,85.0,,
California,Colon and Rectum,2013,Male,American Indian or Alaska Native,49.0,381030,21.9
California,Colon and Rectum,2013,Male,Asian or Pacific Islander,1057.0,2820468,38.8
California,Colon and Rectum,2013,Male,Black or African American,556.0,1369274,50.1
California,Colon and Rectum,2013,Male,White,5584.0,14468917,39.5
California,Colon and Rectum,2013,Male,Other Races and Unknown combined,95.0,,
California,Colon and Rectum,2014,Female,American Indian or Alaska Native,51.0,375942,17.2
California,Colon and Rectum,2014,Female,Asian or Pacific Islander,992.0,3179279,27.3
California,Colon and Rectum,2014,Female,Black or African American,512.0,1410053,37.0
California,Colon and Rectum,2014,Female,White,5235.0,14502917,31.2
California,Colon and Rectum,2014,Female,Other Races and Unknown combined,83.0,,
California,Colon and Rectum,2014,Male,American Indian or Alaska Native,41.0,383500,15.8
California,Colon and Rectum,2014,Male,Asian or Pacific Islander,1140.0,2890096,39.8
California,Colon and Rectum,2014,Male,Black or African American,523.0,1381572,46.0
California,Colon and Rectum,2014,Male,White,6000.0,14557451,41.5
California,Colon and Rectum,2014,Male,Other Races and Unknown combined,127.0,,
California,Colon and Rectum,2015,Female,American Indian or Alaska Native,49.0,379482,16.6
California,Colon and Rectum,2015,Female,Asian or Pacific Islander,1006.0,3258001,26.8
California,Colon and Rectum,2015,Female,Black or African American,508.0,1418322,35.8
California,Colon and Rectum,2015,Female,White,5266.0,14569723,31.0
California,Colon and Rectum,2015,Female,Other Races and Unknown combined,110.0,,
California,Colon and Rectum,2015,Male,American Indian or Alaska Native,44.0,386959,17.8
California,Colon and Rectum,2015,Male,Asian or Pacific Islander,1089.0,2961706,36.3
California,Colon and Rectum,2015,Male,Black or African American,508.0,1392128,42.9
California,Colon and Rectum,2015,Male,White,5889.0,14627619,39.7
California,Colon and Rectum,2015,Male,Other Races and Unknown combined,151.0,,
Colorado,Colon and Rectum,1999,Female,Black or African American,28.0,88362,49.9
Colorado,Colon and Rectum,1999,Female,White,733.0,1930473,39.7
Colorado,Colon and Rectum,1999,Male,Black or African American,26.0,94708,48.9
Colorado,Colon and Rectum,1999,Male,White,802.0,1952428,56.8
Colorado,Colon and Rectum,2000,Female,Black or African American,26.0,91026,51.6
Colorado,Colon and Rectum,2000,Female,White,777.0,1967790,41.3
Colorado,Colon and Rectum,2000,Male,Black or African American,27.0,98844,52.5
Colorado,Colon and Rectum,2000,Male,White,863.0,1996137,59.3
Colorado,Colon and Rectum,2001,Female,Asian or Pacific Islander,17.0,64215,44.4
Colorado,Colon and Rectum,2001,Female,Black or African American,26.0,94127,46.1
Colorado,Colon and Rectum,2001,Female,White,776.0,2007381,40.4
Colorado,Colon and Rectum,2001,Male,Black or African American,18.0,102249,28.4
Colorado,Colon and Rectum,2001,Male,White,837.0,2038752,54.9
Colorado,Colon and Rectum,2002,Female,White,820.0,2033557,41.9
Colorado,Colon and Rectum,2002,Male,Black or African American,25.0,104651,56.4
Colorado,Colon and Rectum,2002,Male,White,798.0,2064190,51.3
Colorado,Colon and Rectum,2003,Female,Black or African American,23.0,97723,37.1
Colorado,Colon and Rectum,2003,Female,White,833.0,2053169,41.4
Colorado,Colon and Rectum,2003,Male,Black or African American,31.0,105326,63.1
Colorado,Colon and Rectum,2003,Male,White,834.0,2074461,52.0
Colorado,Colon and Rectum,2004,Female,Black or African American,36.0,99604,57.0
Colorado,Colon and Rectum,2004,Female,White,894.0,2068534,43.0
Colorado,Colon and Rectum,2004,Male,Black or African American,30.0,108718,45.0
Colorado,Colon and Rectum,2004,Male,White,901.0,2092418,53.8
Colorado,Colon and Rectum,2005,Female,Black or African American,25.0,101535,39.2
Colorado,Colon and Rectum,2005,Female,White,842.0,2095666,39.6
Colorado,Colon and Rectum,2005,Male,Black or African American,27.0,109941,42.9
Colorado,Colon and Rectum,2005,Male,White,879.0,2110882,51.1
Colorado,Colon and Rectum,2006,Female,Asian or Pacific Islander,16.0,78809,27.5
Colorado,Colon and Rectum,2006,Female,Black or African American,33.0,105035,44.5
Colorado,Colon and Rectum,2006,Female,White,762.0,2131843,34.8
Colorado,Colon and Rectum,2006,Male,Black or African American,38.0,113775,59.0
Colorado,Colon and Rectum,2006,Male,White,873.0,2146621,48.7
Colorado,Colon and Rectum,2007,Female,Asian or Pacific Islander,16.0,82179,27.1
Colorado,Colon and Rectum,2007,Female,Black or African American,29.0,107830,37.3
Colorado,Colon and Rectum,2007,Female,White,811.0,2167190,36.4
Colorado,Colon and Rectum,2007,Male,Asian or Pacific Islander,17.0,71186,44.6
Colorado,Colon and Rectum,2007,Male,Black or African American,38.0,116916,53.7
Colorado,Colon and Rectum,2007,Male,White,875.0,2179296,46.3
Colorado,Colon and Rectum,2008,Female,Asian or Pacific Islander,25.0,85514,44.8
Colorado,Colon and Rectum,2008,Female,Black or African American,30.0,110838,40.6
Colorado,Colon and Rectum,2008,Female,White,775.0,2201124,33.2
Colorado,Colon and Rectum,2008,Male,Black or African American,34.0,120954,51.4
Colorado,Colon and Rectum,2008,Male,White,856.0,2213403,44.1
Colorado,Colon and Rectum,2009,Female,Asian or Pacific Islander,25.0,88885,40.9
Colorado,Colon and Rectum,2009,Female,Black or African American,30.0,114257,35.1
Colorado,Colon and Rectum,2009,Female,White,756.0,2233809,31.5
Colorado,Colon and Rectum,2009,Male,Asian or Pacific Islander,18.0,76802,39.6
Colorado,Colon and Rectum,2009,Male,Black or African American,36.0,125052,46.2
Colorado,Colon and Rectum,2009,Male,White,816.0,2244756,40.7
Colorado,Colon and Rectum,2010,Female,Asian or Pacific Islander,18.0,92607,29.1
Colorado,Colon and Rectum,2010,Female,Black or African American,35.0,117805,43.8
Colorado,Colon and Rectum,2010,Female,White,758.0,2262146,31.1
Colorado,Colon and Rectum,2010,Male,Black or African American,26.0,129258,38.0
Colorado,Colon and Rectum,2010,Male,White,834.0,2273784,39.5
Colorado,Colon and Rectum,2011,Female,Asian or Pacific Islander,18.0,95550,27.0
Colorado,Colon and Rectum,2011,Female,Black or African American,25.0,120228,28.7
Colorado,Colon and Rectum,2011,Female,White,782.0,2290625,31.4
Colorado,Colon and Rectum,2011,Male,Black or African American,35.0,132093,49.1
Colorado,Colon and Rectum,2011,Male,White,839.0,2302584,39.5
Colorado,Colon and Rectum,2012,Female,Asian or Pacific Islander,21.0,98638,26.9
Colorado,Colon and Rectum,2012,Female,Black or African American,30.0,123177,35.2
Colorado,Colon and Rectum,2012,Female,White,789.0,2318686,30.5
Colorado,Colon and Rectum,2012,Male,Black or African American,47.0,135541,55.9
Colorado,Colon and Rectum,2012,Male,White,838.0,2332497,37.5
Colorado,Colon and Rectum,2013,Female,Asian or Pacific Islander,18.0,102089,22.3
Colorado,Colon and Rectum,2013,Female,Black or African American,23.0,126329,25.2
Colorado,Colon and Rectum,2013,Female,White,824.0,2349095,31.3
Colorado,Colon and Rectum,2013,Male,Asian or Pacific Islander,17.0,88396,29.6
Colorado,Colon and Rectum,2013,Male,Black or African American,49.0,139342,50.3
Colorado,Colon and Rectum,2013,Male,White,880.0,2364061,37.9
Colorado,Colon and Rectum,2014,Female,Asian or Pacific Islander,26.0,105611,34.3
Colorado,Colon and Rectum,2014,Female,Black or African American,37.0,129491,36.2
Colorado,Colon and Rectum,2014,Female,White,799.0,2380229,29.5
Colorado,Colon and Rectum,2014,Male,Asian or Pacific Islander,25.0,91777,40.1
Colorado,Colon and Rectum,2014,Male,Black or African American,45.0,143961,46.2
Colorado,Colon and Rectum,2014,Male,White,855.0,2398523,35.2
Colorado,Colon and Rectum,2015,Female,Asian or Pacific Islander,28.0,109787,27.8
Colorado,Colon and Rectum,2015,Female,Black or African American,30.0,133110,28.9
Colorado,Colon and Rectum,2015,Female,White,795.0,2417473,28.3
Colorado,Colon and Rectum,2015,Female,Other Races and Unknown combined,17.0,,
Colorado,Colon and Rectum,2015,Male,Asian or Pacific Islander,34.0,95946,48.9
Colorado,Colon and Rectum,2015,Male,Black or African American,40.0,148566,44.6
Colorado,Colon and Rectum,2015,Male,White,906.0,2441429,36.5
Colorado,Colon and Rectum,2015,Male,Other Races and Unknown combined,27.0,,
Connecticut,Colon and Rectum,1999,Female,Black or African American,84.0,179119,66.3
Connecticut,Colon and Rectum,1999,Female,White,1078.0,1517316,53.0
Connecticut,Colon and Rectum,1999,Male,Black or African American,51.0,162682,60.7
Connecticut,Colon and Rectum,1999,Male,White,1049.0,1427459,73.8
Connecticut,Colon and Rectum,2000,Female,Black or African American,79.0,182925,64.1
Connecticut,Colon and Rectum,2000,Female,White,1057.0,1522945,51.4
Connecticut,Colon and Rectum,2000,Male,Black or African American,63.0,166129,75.2
Connecticut,Colon and Rectum,2000,Male,White,1043.0,1433867,72.1
Connecticut,Colon and Rectum,2001,Female,Black or African American,76.0,186072,56.7
Connecticut,Colon and Rectum,2001,Female,White,1036.0,1526178,50.4
Connecticut,Colon and Rectum,2001,Male,Black or African American,50.0,169368,49.2
Connecticut,Colon and Rectum,2001,Male,White,1030.0,1439050,70.6
Connecticut,Colon and Rectum,2002,Female,Black or African American,71.0,190038,50.2
Connecticut,Colon and Rectum,2002,Female,White,1049.0,1529990,50.9
Connecticut,Colon and Rectum,2002,Male,Black or African American,66.0,172984,62.4
Connecticut,Colon and Rectum,2002,Male,White,1041.0,1445949,70.3
Connecticut,Colon and Rectum,2003,Female,Black or African American,76.0,193960,53.5
Connecticut,Colon and Rectum,2003,Female,White,956.0,1534880,45.9
Connecticut,Colon and Rectum,2003,Male,Black or African American,63.0,176457,66.7
Connecticut,Colon and Rectum,2003,Male,White,974.0,1451258,64.5
Connecticut,Colon and Rectum,2004,Female,Black or African American,74.0,196678,51.1
Connecticut,Colon and Rectum,2004,Female,White,1001.0,1533567,47.7
Connecticut,Colon and Rectum,2004,Male,Black or African American,75.0,179197,78.6
Connecticut,Colon and Rectum,2004,Male,White,964.0,1452688,63.2
Connecticut,Colon and Rectum,2005,Female,Black or African American,81.0,199514,53.1
Connecticut,Colon and Rectum,2005,Female,White,891.0,1531059,42.5
Connecticut,Colon and Rectum,2005,Male,Asian or Pacific Islander,18.0,61039,56.6
Connecticut,Colon and Rectum,2005,Male,Black or African American,52.0,182038,49.8
Connecticut,Colon and Rectum,2005,Male,White,932.0,1453683,60.3
Connecticut,Colon and Rectum,2006,Female,Black or African American,77.0,203100,50.4
Connecticut,Colon and Rectum,2006,Female,White,905.0,1529847,42.5
Connecticut,Colon and Rectum,2006,Male,Black or African American,60.0,185020,52.4
Connecticut,Colon and Rectum,2006,Male,White,862.0,1452267,56.0
Connecticut,Colon and Rectum,2007,Female,Black or African American,76.0,206268,47.4
Connecticut,Colon and Rectum,2007,Female,White,850.0,1527439,40.2
Connecticut,Colon and Rectum,2007,Male,Black or African American,65.0,188372,55.0
Connecticut,Colon and Rectum,2007,Male,White,832.0,1451874,52.5
Connecticut,Colon and Rectum,2008,Female,Black or African American,64.0,209963,39.7
Connecticut,Colon and Rectum,2008,Female,White,838.0,1529304,38.7
Connecticut,Colon and Rectum,2008,Male,Black or African American,83.0,191680,73.6
Connecticut,Colon and Rectum,2008,Male,White,808.0,1454712,50.6
Connecticut,Colon and Rectum,2009,Female,Black or African American,77.0,214375,44.2
Connecticut,Colon and Rectum,2009,Female,White,816.0,1529535,38.0
Connecticut,Colon and Rectum,2009,Male,Black or African American,81.0,195522,69.6
Connecticut,Colon and Rectum,2009,Male,White,800.0,1456309,48.7
Connecticut,Colon and Rectum,2009,Male,Other Races and Unknown combined,16.0,,
Connecticut,Colon and Rectum,2010,Female,Asian or Pacific Islander,22.0,78146,42.0
Connecticut,Colon and Rectum,2010,Female,Black or African American,83.0,218406,45.7
Connecticut,Colon and Rectum,2010,Female,White,766.0,1530454,34.6
Connecticut,Colon and Rectum,2010,Male,Black or African American,63.0,199176,48.0
Connecticut,Colon and Rectum,2010,Male,White,787.0,1459144,47.7
Connecticut,Colon and Rectum,2011,Female,Black or African American,69.0,221054,37.0
Connecticut,Colon and Rectum,2011,Female,White,727.0,1528544,34.1
Connecticut,Colon and Rectum,2011,Male,Black or African American,89.0,202098,68.3
Connecticut,Colon and Rectum,2011,Male,White,736.0,1459411,44.1
Connecticut,Colon and Rectum,2012,Female,Black or African American,84.0,223554,43.6
Connecticut,Colon and Rectum,2012,Female,White,762.0,1524329,35.3
Connecticut,Colon and Rectum,2012,Female,Other Races and Unknown combined,16.0,,
Connecticut,Colon and Rectum,2012,Male,Black or African American,67.0,204780,47.9
Connecticut,Colon and Rectum,2012,Male,White,795.0,1456656,46.1
Connecticut,Colon and Rectum,2013,Female,Black or African American,69.0,226500,33.6
Connecticut,Colon and Rectum,2013,Female,White,665.0,1519477,30.7
Connecticut,Colon and Rectum,2013,Male,Black or African American,68.0,208012,50.9
Connecticut,Colon and Rectum,2013,Male,White,729.0,1453298,42.3
Connecticut,Colon and Rectum,2014,Female,Black or African American,59.0,228602,29.2
Connecticut,Colon and Rectum,2014,Female,White,746.0,1511814,34.6
Connecticut,Colon and Rectum,2014,Male,Asian or Pacific Islander,18.0,83204,24.2
Connecticut,Colon and Rectum,2014,Male,Black or African American,65.0,210246,43.4
Connecticut,Colon and Rectum,2014,Male,White,665.0,1447510,38.6
Connecticut,Colon and Rectum,2014,Male,Other Races and Unknown combined,20.0,,
Connecticut,Colon and Rectum,2015,Female,Black or African American,72.0,231403,32.5
Connecticut,Colon and Rectum,2015,Female,White,668.0,1502633,30.0
Connecticut,Colon and Rectum,2015,Female,Other Races and Unknown combined,26.0,,
Connecticut,Colon and Rectum,2015,Male,Black or African American,64.0,212885,39.8
Connecticut,Colon and Rectum,2015,Male,White,702.0,1439364,39.9
Connecticut,Colon and Rectum,2015,Male,Other Races and Unknown combined,23.0,,
Delaware,Colon and Rectum,1999,Female,Black or African American,44.0,80684,77.6
Delaware,Colon and Rectum,1999,Female,White,188.0,307558,49.4
Delaware,Colon and Rectum,1999,Male,Black or African American,40.0,72959,97.9
Delaware,Colon and Rectum,1999,Male,White,179.0,293655,62.7
Delaware,Colon and Rectum,2000,Female,Black or African American,33.0,82943,56.1
Delaware,Colon and Rectum,2000,Female,White,188.0,310521,48.1
Delaware,Colon and Rectum,2000,Male,Black or African American,37.0,75017,80.9
Delaware,Colon and Rectum,2000,Male,White,234.0,296453,79.4
Delaware,Colon and Rectum,2001,Female,Black or African American,29.0,85241,45.3
Delaware,Colon and Rectum,2001,Female,White,204.0,312287,51.4
Delaware,Colon and Rectum,2001,Male,Black or African American,23.0,76965,50.1
Delaware,Colon and Rectum,2001,Male,White,213.0,298155,69.8
Delaware,Colon and Rectum,2002,Female,Black or African American,42.0,87528,65.5
Delaware,Colon and Rectum,2002,Female,White,175.0,314428,43.5
Delaware,Colon and Rectum,2002,Male,Black or African American,35.0,79055,82.4
Delaware,Colon and Rectum,2002,Male,White,182.0,300600,59.0
Delaware,Colon and Rectum,2003,Female,Black or African American,36.0,89938,52.0
Delaware,Colon and Rectum,2003,Female,White,180.0,317170,44.1
Delaware,Colon and Rectum,2003,Male,Black or African American,35.0,81084,77.0
Delaware,Colon and Rectum,2003,Male,White,194.0,303329,60.6
Delaware,Colon and Rectum,2004,Female,Black or African American,34.0,92447,47.7
Delaware,Colon and Rectum,2004,Female,White,167.0,320300,40.3
Delaware,Colon and Rectum,2004,Male,Black or African American,37.0,83158,80.1
Delaware,Colon and Rectum,2004,Male,White,201.0,306533,61.2
Delaware,Colon and Rectum,2005,Female,Black or African American,28.0,95590,39.1
Delaware,Colon and Rectum,2005,Female,White,212.0,324077,49.5
Delaware,Colon and Rectum,2005,Male,Black or African American,35.0,85890,61.4
Delaware,Colon and Rectum,2005,Male,White,206.0,309321,61.6
Delaware,Colon and Rectum,2006,Female,Black or African American,44.0,98606,56.8
Delaware,Colon and Rectum,2006,Female,White,179.0,327765,40.9
Delaware,Colon and Rectum,2006,Male,Black or African American,48.0,88542,83.7
Delaware,Colon and Rectum,2006,Male,White,221.0,312288,63.0
Delaware,Colon and Rectum,2007,Female,Black or African American,31.0,101755,35.8
Delaware,Colon and Rectum,2007,Female,White,201.0,330199,44.9
Delaware,Colon and Rectum,2007,Male,Black or African American,43.0,90860,68.0
Delaware,Colon and Rectum,2007,Male,White,194.0,314907,56.4
Delaware,Colon and Rectum,2008,Female,Black or African American,39.0,104317,45.1
Delaware,Colon and Rectum,2008,Female,White,168.0,332825,37.4
Delaware,Colon and Rectum,2008,Male,Black or African American,38.0,93496,53.5
Delaware,Colon and Rectum,2008,Male,White,198.0,317486,53.8
Delaware,Colon and Rectum,2009,Female,Black or African American,32.0,106495,35.1
Delaware,Colon and Rectum,2009,Female,White,167.0,334125,36.9
Delaware,Colon and Rectum,2009,Male,Black or African American,40.0,95280,54.9
Delaware,Colon and Rectum,2009,Male,White,178.0,318480,47.1
Delaware,Colon and Rectum,2010,Female,Black or African American,39.0,108440,39.6
Delaware,Colon and Rectum,2010,Female,White,186.0,335809,38.7
Delaware,Colon and Rectum,2010,Male,Black or African American,35.0,97158,53.8
Delaware,Colon and Rectum,2010,Male,White,181.0,319866,47.2
Delaware,Colon and Rectum,2011,Female,Black or African American,32.0,110215,33.5
Delaware,Colon and Rectum,2011,Female,White,156.0,337583,32.7
Delaware,Colon and Rectum,2011,Male,Black or African American,31.0,98621,44.0
Delaware,Colon and Rectum,2011,Male,White,176.0,321544,46.7
Delaware,Colon and Rectum,2012,Female,Black or African American,39.0,111864,36.7
Delaware,Colon and Rectum,2012,Female,White,144.0,339692,30.7
Delaware,Colon and Rectum,2012,Male,Black or African American,32.0,100029,45.3
Delaware,Colon and Rectum,2012,Male,White,165.0,323953,40.2
Delaware,Colon and Rectum,2013,Female,Black or African American,39.0,113586,36.4
Delaware,Colon and Rectum,2013,Female,White,140.0,341749,28.9
Delaware,Colon and Rectum,2013,Male,Black or African American,33.0,101300,44.7
Delaware,Colon and Rectum,2013,Male,White,175.0,325587,41.6
Delaware,Colon and Rectum,2014,Female,Black or African American,36.0,115408,33.9
Delaware,Colon and Rectum,2014,Female,White,165.0,344071,32.7
Delaware,Colon and Rectum,2014,Male,Black or African American,52.0,102952,61.0
Delaware,Colon and Rectum,2014,Male,White,170.0,327677,40.5
Delaware,Colon and Rectum,2015,Female,Black or African American,52.0,117238,45.8
Delaware,Colon and Rectum,2015,Female,White,176.0,345971,36.0
Delaware,Colon and Rectum,2015,Male,Black or African American,46.0,104744,54.2
Delaware,Colon and Rectum,2015,Male,White,178.0,329539,41.1
District of Columbia,Colon and Rectum,1999,Female,Black or African American,149.0,193200,65.4
District of Columbia,Colon and Rectum,1999,Female,White,40.0,98382,39.9
District of Columbia,Colon and Rectum,1999,Male,Black or African American,108.0,160821,77.1
District of Columbia,Colon and Rectum,1999,Male,White,37.0,98977,49.8
District of Columbia,Colon and Rectum,2000,Female,Black or African American,152.0,192954,65.0
District of Columbia,Colon and Rectum,2000,Female,White,44.0,98857,42.8
District of Columbia,Colon and Rectum,2000,Male,Black or African American,115.0,160510,82.4
District of Columbia,Colon and Rectum,2000,Male,White,40.0,100130,52.8
District of Columbia,Colon and Rectum,2001,Female,Black or African American,127.0,190985,53.9
District of Columbia,Colon and Rectum,2001,Female,White,46.0,101567,43.7
District of Columbia,Colon and Rectum,2001,Male,Black or African American,108.0,158551,74.7
District of Columbia,Colon and Rectum,2001,Male,White,37.0,103117,48.7
District of Columbia,Colon and Rectum,2002,Female,Black or African American,123.0,188986,54.5
District of Columbia,Colon and Rectum,2002,Female,White,40.0,102628,39.2
District of Columbia,Colon and Rectum,2002,Female,Other Races and Unknown combined,63.0,,
District of Columbia,Colon and Rectum,2002,Male,Black or African American,118.0,157094,83.7
District of Columbia,Colon and Rectum,2002,Male,White,36.0,103704,44.7
District of Columbia,Colon and Rectum,2002,Male,Other Races and Unknown combined,70.0,,
District of Columbia,Colon and Rectum,2003,Female,Black or African American,142.0,186049,64.1
District of Columbia,Colon and Rectum,2003,Female,White,48.0,102745,50.2
District of Columbia,Colon and Rectum,2003,Male,Black or African American,98.0,154702,70.4
District of Columbia,Colon and Rectum,2003,Male,White,58.0,103760,67.5
District of Columbia,Colon and Rectum,2004,Female,Black or African American,127.0,183272,56.9
District of Columbia,Colon and Rectum,2004,Female,White,32.0,104632,31.4
District of Columbia,Colon and Rectum,2004,Male,Black or African American,98.0,152025,69.9
District of Columbia,Colon and Rectum,2004,Male,White,31.0,105620,38.1
District of Columbia,Colon and Rectum,2005,Female,Black or African American,107.0,180043,49.1
District of Columbia,Colon and Rectum,2005,Female,White,38.0,107161,37.8
District of Columbia,Colon and Rectum,2005,Male,Black or African American,103.0,149286,71.0
District of Columbia,Colon and Rectum,2005,Male,White,34.0,108393,41.7
District of Columbia,Colon and Rectum,2006,Female,Black or African American,106.0,177627,48.2
District of Columbia,Colon and Rectum,2006,Female,White,26.0,110139,27.6
District of Columbia,Colon and Rectum,2006,Male,Black or African American,80.0,147437,57.4
District of Columbia,Colon and Rectum,2006,Male,White,36.0,111125,39.3
District of Columbia,Colon and Rectum,2007,Female,Black or African American,125.0,175505,58.2
District of Columbia,Colon and Rectum,2007,Female,White,27.0,114031,25.7
District of Columbia,Colon and Rectum,2007,Male,Black or African American,101.0,145989,69.6
District of Columbia,Colon and Rectum,2007,Male,White,43.0,114615,51.0
District of Columbia,Colon and Rectum,2008,Female,Black or African American,102.0,173692,47.3
District of Columbia,Colon and Rectum,2008,Female,White,33.0,117683,34.3
District of Columbia,Colon and Rectum,2008,Male,Black or African American,73.0,144700,52.7
District of Columbia,Colon and Rectum,2008,Male,White,28.0,117737,29.5
District of Columbia,Colon and Rectum,2009,Female,Black or African American,104.0,173212,48.4
District of Columbia,Colon and Rectum,2009,Female,White,25.0,123832,27.8
District of Columbia,Colon and Rectum,2009,Male,Black or African American,106.0,144766,73.4
District of Columbia,Colon and Rectum,2009,Male,White,25.0,123355,26.3
District of Columbia,Colon and Rectum,2010,Female,Black or African American,121.0,173558,57.6
District of Columbia,Colon and Rectum,2010,Female,White,27.0,129373,24.7
District of Columbia,Colon and Rectum,2010,Male,Black or African American,90.0,144818,60.1
District of Columbia,Colon and Rectum,2010,Male,White,19.0,128529,18.0
District of Columbia,Colon and Rectum,2011,Female,Black or African American,104.0,175427,47.5
District of Columbia,Colon and Rectum,2011,Female,White,26.0,134184,23.6
District of Columbia,Colon and Rectum,2011,Male,Black or African American,95.0,146528,64.0
District of Columbia,Colon and Rectum,2011,Male,White,28.0,134125,26.8
District of Columbia,Colon and Rectum,2012,Female,Black or African American,83.0,177462,40.2
District of Columbia,Colon and Rectum,2012,Female,White,25.0,139137,23.0
District of Columbia,Colon and Rectum,2012,Male,Black or African American,98.0,147892,66.2
District of Columbia,Colon and Rectum,2012,Male,White,36.0,139270,30.3
District of Columbia,Colon and Rectum,2013,Female,Black or African American,109.0,179850,48.9
District of Columbia,Colon and Rectum,2013,Female,White,29.0,142661,24.1
District of Columbia,Colon and Rectum,2013,Male,Black or African American,72.0,149878,52.1
District of Columbia,Colon and Rectum,2013,Male,White,26.0,143624,23.5
District of Columbia,Colon and Rectum,2014,Female,Black or African American,93.0,181083,41.9
District of Columbia,Colon and Rectum,2014,Female,White,38.0,145863,32.0
District of Columbia,Colon and Rectum,2014,Male,Black or African American,99.0,150995,66.8
District of Columbia,Colon and Rectum,2014,Male,White,41.0,147053,35.2
District of Columbia,Colon and Rectum,2015,Female,Black or African American,81.0,182232,37.7
District of Columbia,Colon and Rectum,2015,Male,Black or African American,69.0,151649,45.1
District of Columbia,Colon and Rectum,2015,Male,White,21.0,150712,15.0
Florida,Colon and Rectum,1999,Female,Asian or Pacific Islander,34.0,160104,37.1
Florida,Colon and Rectum,1999,Female,Black or African American,483.0,1255363,54.7
Florida,Colon and Rectum,1999,Female,White,5164.0,6629027,49.2
Florida,Colon and Rectum,1999,Female,Other Races and Unknown combined,31.0,,
Florida,Colon and Rectum,1999,Male,Asian or Pacific Islander,26.0,140598,31.5
Florida,Colon and Rectum,1999,Male,Black or African American,482.0,1163720,75.7
Florida,Colon and Rectum,1999,Male,White,5663.0,6349696,69.4
Florida,Colon and Rectum,1999,Male,Other Races and Unknown combined,38.0,,
Florida,Colon and Rectum,2000,Female,Asian or Pacific Islander,32.0,169318,30.2
Florida,Colon and Rectum,2000,Female,Black or African American,472.0,1286905,51.1
Florida,Colon and Rectum,2000,Female,White,5255.0,6729433,50.0
Florida,Colon and Rectum,2000,Female,Other Races and Unknown combined,42.0,,
Florida,Colon and Rectum,2000,Male,Asian or Pacific Islander,43.0,150593,43.3
Florida,Colon and Rectum,2000,Male,Black or African American,486.0,1193224,72.7
Florida,Colon and Rectum,2000,Male,White,5725.0,6452035,68.9
Florida,Colon and Rectum,2000,Male,Other Races and Unknown combined,49.0,,
Florida,Colon and Rectum,2001,Female,Asian or Pacific Islander,36.0,180507,29.6
Florida,Colon and Rectum,2001,Female,Black or African American,539.0,1324608,56.2
Florida,Colon and Rectum,2001,Female,White,5104.0,6833739,47.9
Florida,Colon and Rectum,2001,Female,Other Races and Unknown combined,54.0,,
Florida,Colon and Rectum,2001,Male,Asian or Pacific Islander,22.0,159946,22.7
Florida,Colon and Rectum,2001,Male,Black or African American,506.0,1228606,72.0
Florida,Colon and Rectum,2001,Male,White,5545.0,6559116,65.9
Florida,Colon and Rectum,2001,Male,Other Races and Unknown combined,28.0,,
Florida,Colon and Rectum,2002,Female,Asian or Pacific Islander,37.0,193136,26.4
